,heavy,135,pP4_H_VPA5.d,8.517,49888,58153,33845,16484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158370,43.98,38.92,13.38,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,43.98, 56.02, 2.02
,solv,135,psol2.d,8.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,135,psol3.d,7.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,14.61,13.325,0.62,0.811
,light,9.84,23.008,0.56,1.528
,heavy,58.69,2.336,2.05,0.150
,solv,NaN,,0.00

Proline, Formula, C5H9NO2
, Tgt RT, 9.130, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,116.07060,117.07688,118.08316,119.08944,120.09571,121.10199,122.10827,123.11454,124.12082,125.12710,Sum,116.07060,117.07688,118.08316,119.08944,120.09571,121.10199,122.10827,123.11454,124.12082,125.12710,Sum, Unlabeled, Labeled, Labeling
,mix,136,pmix1.d,8.176,1973018,126432,0,0,0,15819,0,13864,0,0,2129133,98.04,0.41,0,0,0,0.82,0,0.73,0,0,100.00,98.04, 1.96, 1.07
,mix,136,pmix2.d,7.926,8567600,601672,0,0,0,0,0,0,0,0,9169272,98.98,1.02,0,0,0,0,0,0,0,0,100.00,98.98, 1.02, 0.11
,mix,136,pmix3.d,7.894,10565600,675976,0,0,0,0,0,0,0,0,11241580,99.60,0.40,0,0,0,0,0,0,0,0,100.00,99.60, 0.40, 0.04
,mix,136,pmix4.d,7.893,11195280,698579,0,0,0,0,0,0,0,0,11893861,99.76,0.24,0,0,0,0,0,0,0,0,100.00,99.76, 0.24, 0.03
,mix,136,pmix5.d,7.895,6281985,432102,0,0,0,0,0,0,0,0,6714086,99.12,0.88,0,0,0,0,0,0,0,0,100.00,99.12, 0.88, 0.10
,light,136,pP1_L_C1.d,7.919,6036959,0,0,0,0,0,0,20269,0,0,6057228,99.64,0,0,0,0,0,0,0.36,0,0,100.00,99.64, 0.36, 0.28
,light,136,pP1_L_VPA1.d,7.951,5910590,0,0,176643,0,0,0,0,0,0,6087233,97.01,0,0,2.99,0,0,0,0,0,0,100.00,97.01, 2.99, 1.00
,light,136,pP2_L_C2.d,7.970,1299047,0,4805851,273369,0,0,0,0,0,0,6378267,20.91,0,79.09,0.00,0,0,0,0,0,0,100.00,20.91, 79.09, 17.58
,light,136,pP2_L_VPA2.d,7.887,12071610,803670,0,0,0,0,0,0,0,0,12875282,99.34,0.66,0,0,0,0,0,0,0,0,100.00,99.34, 0.66, 0.07
,light,136,pP3_L_C3.d,7.903,6405597,0,0,0,0,0,0,0,0,0,6405597,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,136,pP3_L_VPA3.d,7.903,9569291,0,0,0,0,0,0,0,0,0,9569291,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,136,pP3_L_VPA4.d,7.906,7926846,0,0,0,0,0,0,0,0,0,7926846,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,136,pP4_L_C4.d,7.889,7118547,0,0,0,0,0,0,3192,0,0,7121738,99.95,0,0,0,0,0,0,0.05,0,0,100.00,99.95, 0.05, 0.04
,light,136,pP4_L_C5.d,7.904,4875820,0,0,0,0,0,0,0,0,0,4875820,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,136,pP4_L_VPA5.d,7.906,11911400,0,0,0,0,0,0,0,0,0,11911403,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,136,pP1_H_C1.d,7.886,8673253,638198,0,0,0,0,0,0,0,0,9311451,98.65,1.35,0,0,0,0,0,0,0,0,100.00,98.65, 1.35, 0.15
,heavy,136,pP1_H_VPA1.d,7.922,17513580,1179560,0,0,0,0,0,0,0,0,18693136,99.26,0.74,0,0,0,0,0,0,0,0,100.00,99.26, 0.74, 0.08
,heavy,136,pP1_H_VPA2.d,7.901,18515280,1272615,0,0,0,0,0,0,0,0,19787891,99.13,0.87,0,0,0,0,0,0,0,0,100.00,99.13, 0.87, 0.10
,heavy,136,pP2_H_C2.d,7.901,8691961,648211,0,0,0,0,0,0,0,0,9340172,98.55,1.45,0,0,0,0,0,0,0,0,100.00,98.55, 1.45, 0.16
,heavy,136,pP2_H_C3.d,7.900,8514612,636872,0,0,0,0,0,0,0,0,9151484,98.53,1.47,0,0,0,0,0,0,0,0,100.00,98.53, 1.47, 0.16
,heavy,136,pP2_H_VPA3.d,7.903,16969200,1172514,0,0,0,0,0,0,0,0,18141710,99.09,0.91,0,0,0,0,0,0,0,0,100.00,99.09, 0.91, 0.10
,heavy,136,pP3_H_C4.d,7.907,8429054,639074,0,0,0,0,0,0,0,0,9068128,98.43,1.57,0,0,0,0,0,0,0,0,100.00,98.43, 1.57, 0.17
,heavy,136,pP3_H_VPA4.d,7.939,8243347,589945,0,0,0,0,0,0,0,0,8833292,98.85,1.15,0,0,0,0,0,0,0,0,100.00,98.85, 1.15, 0.13
,heavy,136,pP4_H_C5.d,7.908,8325454,627000,0,0,0,0,0,0,0,0,8952454,98.48,1.52,0,0,0,0,0,0,0,0,100.00,98.48, 1.52, 0.17
,heavy,136,pP4_H_VPA5.d,7.888,20894780,1367431,0,0,0,0,0,0,0,0,22262207,99.45,0.55,0,0,0,0,0,0,0,0,100.00,99.45, 0.55, 0.06
,solv,136,psol2.d,8.249,2703,0,1567558,104759,0,0,0,12933,0,0,1687953,0.16,0,98.29,0.70,0,0,0,0.85,0,0,100.00,0.16, 99.84, 22.74
,solv,136,psol3.d,8.250,1641,0,1600321,98036,0,0,0,11471,0,0,1711469,0.09,0,99.02,0.15,0,0,0,0.74,0,0,100.00,0.09, 99.91, 22.63
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.90,0.674,0.27,0.449
,light,8.31,24.886,1.90,5.518
,heavy,1.16,0.367,0.13,0.041
,solv,99.88,,22.69

NAD, Formula, C21H27N7O14P2
, Tgt RT, 9.380, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,664.11640,665.12267,666.12895,667.13523,668.14151,669.14778,670.15406,671.16034,672.16661,673.17289,674.17917,675.18544,676.19172,677.19800,678.20427,679.21055,680.21683,681.22310,682.22938,683.23566,684.24193,685.24821,686.25449,687.26076,688.26704,689.27332,690.27959,691.28587,Sum,664.11640,665.12267,666.12895,667.13523,668.14151,669.14778,670.15406,671.16034,672.16661,673.17289,674.17917,675.18544,676.19172,677.19800,678.20427,679.21055,680.21683,681.22310,682.22938,683.23566,684.24193,685.24821,686.25449,687.26076,688.26704,689.27332,690.27959,691.28587,Sum, Unlabeled, Labeled, Labeling
,mix,140,pmix1.d,8.193,927823,424547,169982,38807,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,1561791,78.76,15.54,5.65,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,100.00,78.76, 21.24, 1.03
,mix,140,pmix2.d,8.108,2728954,1257489,468222,106699,0,0,0,0,0,0,0,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4563831,79.31,15.93,4.69,0.00,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,79.31, 20.69, 0.97
,mix,140,pmix3.d,8.092,2287290,1039905,430536,86099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3843831,78.71,15.29,6.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,78.71, 21.29, 1.01
,mix,140,pmix4.d,8.091,2379961,1046637,419900,88690,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,3937156,80.06,14.36,5.51,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,100.00,80.06, 19.94, 0.98
,mix,140,pmix5.d,8.094,2106130,937067,376612,80366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500174,79.71,14.71,5.58,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,79.71, 20.29, 0.96
,light,140,pP1_L_C1.d,8.118,10715260,2709908,634040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14059212,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP1_L_VPA1.d,8.133,18059650,4622570,1042285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23724505,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP2_L_C2.d,8.119,6785761,1689870,378677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8854307,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP2_L_VPA2.d,8.102,12407730,3143244,726215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16277193,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP3_L_C3.d,8.102,5966622,1478672,341148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7786442,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP3_L_VPA3.d,8.135,24595300,6128587,1404691,315783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32444360,99.78,0.00,0.00,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.78, 0.22, 0.02
,light,140,pP3_L_VPA4.d,8.138,15730480,4142010,949862,213566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21035914,99.56,0.16,0.00,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.56, 0.44, 0.04
,light,140,pP4_L_C4.d,8.121,22607590,5560662,1277973,237001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29683222,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP4_L_C5.d,8.119,9061941,2327475,524011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11913426,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,140,pP4_L_VPA5.d,8.138,22626660,5738749,1330685,0,0,0,0,0,0,0,0,0,0,0,0,0,6827,0,0,0,0,0,0,0,0,0,0,0,29702920,99.97,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,100.00,99.97, 0.03, 0.02
,heavy,140,pP1_H_C1.d,8.134,8503050,12676860,7157626,1712168,345856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30395564,36.75,45.87,17.38,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,36.75, 63.25, 2.99
,heavy,140,pP1_H_VPA1.d,8.153,11237540,15780600,8765076,2090592,436509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38310309,38.59,44.73,16.68,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,38.59, 61.41, 2.89
,heavy,140,pP1_H_VPA2.d,8.133,9963123,14514560,8254985,1969670,405202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35107541,37.30,45.24,17.46,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,37.30, 62.70, 2.97
,heavy,140,pP2_H_C2.d,8.133,5547516,8540831,5242431,1192197,250798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20773773,34.96,45.34,19.70,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,34.96, 65.04, 3.14
,heavy,140,pP2_H_C3.d,8.132,6744586,10291260,6028550,1419309,287311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24771018,35.72,45.84,18.44,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,35.72, 64.28, 3.06
,heavy,140,pP2_H_VPA3.d,8.152,9665868,13096030,6978766,1640305,333028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31713997,40.09,44.47,15.44,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,40.09, 59.91, 2.79
,heavy,140,pP3_H_C4.d,8.139,6536820,9703418,5547878,1276291,265723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23330130,36.75,45.62,17.63,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,36.75, 63.25, 3.00
,heavy,140,pP3_H_VPA4.d,8.121,4326640,5680730,3000325,704664,134716,0,0,0,0,0,0,0,0,0,0,0,2534,0,0,0,0,0,0,0,0,0,0,0,13849607,41.09,43.82,15.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,100.00,41.09, 58.91, 2.75
,heavy,140,pP4_H_C5.d,8.123,5756970,8204779,4528187,1040104,216760,0,0,0,0,0,0,0,0,0,0,0,3197,0,0,0,0,0,0,0,0,0,0,0,19749995,38.27,45.19,16.52,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,100.00,38.27, 61.73, 2.91
,heavy,140,pP4_H_VPA5.d,8.120,8805004,11519700,5969516,1375155,283624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27952999,41.44,44.00,14.56,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,41.44, 58.56, 2.71
,solv,140,psol2.d,7.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,140,psol3.d,7.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,20.69,0.591,0.99,0.030
,light,0.07,0.149,0.01,0.014
,heavy,61.91,2.213,2.92,0.138
,solv,NaN,,0.00

CoA, Formula, C21H36N7O16P3S
, Tgt RT, 9.400, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,768.12248,769.12876,770.13504,771.14132,772.14759,773.15387,774.16015,775.16642,776.17270,777.17898,778.18525,779.19153,780.19781,781.20408,782.21036,783.21664,784.22291,785.22919,786.23547,787.24174,788.24802,789.25430,790.26057,791.26685,792.27313,793.27940,794.28568,795.29196,796.29823,797.30451,798.31079,799.31706,800.32334,801.32962,802.33589,803.34217,804.34845,Sum,768.12248,769.12876,770.13504,771.14132,772.14759,773.15387,774.16015,775.16642,776.17270,777.17898,778.18525,779.19153,780.19781,781.20408,782.21036,783.21664,784.22291,785.22919,786.23547,787.24174,788.24802,789.25430,790.26057,791.26685,792.27313,793.27940,794.28568,795.29196,796.29823,797.30451,798.31079,799.31706,800.32334,801.32962,802.33589,803.34217,804.34845,Sum, Unlabeled, Labeled, Labeling
,mix,141,pmix1.d,8.723,26603,13990,6673,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49125,75.48,19.39,5.13,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,75.48, 24.52, 0.82
,mix,141,pmix2.d,8.538,16235,6618,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26100,85.33,11.55,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,85.33, 14.67, 0.49
,mix,141,pmix3.d,8.539,15053,11653,6712,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35102,58.90,29.81,11.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,58.90, 41.10, 1.46
,mix,141,pmix4.d,8.538,12819,6380,3570,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23617,75.29,17.10,7.61,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,75.29, 24.71, 0.90
,mix,141,pmix5.d,8.541,15648,7755,4158,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28711,75.92,17.14,6.94,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,75.92, 24.08, 0.86
,light,141,pP1_L_C1.d,8.548,40423,17055,9905,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69486,80.76,12.15,7.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,80.76, 19.24, 0.73
,light,141,pP1_L_VPA1.d,8.547,160462,50404,20059,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236261,95.55,4.18,0.00,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,95.55, 4.45, 0.14
,light,141,pP2_L_C2.d,8.549,85058,27548,14532,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129885,91.47,4.79,3.74,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,91.47, 8.53, 0.34
,light,141,pP2_L_VPA2.d,8.533,65214,30399,13054,4350,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113466,80.60,15.88,2.77,0.75,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,80.60, 19.40, 0.66
,light,141,pP3_L_C3.d,8.549,32913,12356,5569,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51704,88.67,9.27,2.06,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,88.67, 11.33, 0.37
,light,141,pP3_L_VPA3.d,8.549,226454,71149,29525,9051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336179,94.64,4.14,0.49,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.64, 5.36, 0.20
,light,141,pP3_L_VPA4.d,8.552,163524,56635,28160,7481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255801,89.71,6.79,3.51,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,89.71, 10.29, 0.38
,light,141,pP4_L_C4.d,8.535,146976,46082,20220,6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219322,94.13,4.04,1.19,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.13, 5.87, 0.23
,light,141,pP4_L_C5.d,8.566,63122,26018,12902,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105263,83.77,11.88,4.35,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,83.77, 16.23, 0.57
,light,141,pP4_L_VPA5.d,8.552,180206,66149,28845,6433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,0,0,283114,88.80,8.58,1.71,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90,0,0,0,0,0,0,0,100.00,88.80, 11.20, 1.06
,heavy,141,pP1_H_C1.d,8.531,98838,107286,63797,19756,6340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296017,46.62,38.37,14.96,0.00,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,46.62, 53.38, 1.90
,heavy,141,pP1_H_VPA1.d,8.551,100267,105626,66331,20113,7374,0,0,0,0,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,0,0,0,410,0,0,2303,0,0,0,0,0,0,305140,45.32,35.78,15.66,0.00,0.37,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0.23,0,0,1.30,0,0,0,0,0,0,100.00,45.32, 54.68, 3.76
,heavy,141,pP1_H_VPA2.d,8.547,88347,105071,66930,19529,7672,0,0,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289131,42.33,39.25,17.11,0.00,0.48,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,42.33, 57.67, 2.46
,heavy,141,pP2_H_C2.d,8.546,58441,70783,41271,12196,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185477,43.58,41.46,14.96,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,43.58, 56.42, 1.98
