Xanthurenic Acid, Formula, C10H7NO4
, Tgt RT, 1.030, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum, Unlabeled, Labeled, Labeling
,mix,3,nmix1.d,1.883,6701,6694,0,0,0,0,0,0,13395,52.95,47.05,0,0,0,0,0,0,100.00,52.95, 47.05, 6.72
,solv,128,sol2.d,8.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.05,0.130,0.03,0.074
,light,0.00,0.000,0.00,0.000
,heavy,0.00,0.000,0.00,0.000
,solv,NaN,,0.00

Glycerylphosphorylethanolamine, Formula, C5H14NO6P
, Tgt RT, 8.900, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,214.04860,215.05487,216.06115,217.06743,218.07370,219.07998,220.08626,221.09253,222.09881,223.10509,224.11136,225.11764,226.12392,227.13019,228.13647,Sum,214.04860,215.05487,216.06115,217.06743,218.07370,219.07998,220.08626,221.09253,222.09881,223.10509,224.11136,225.11764,226.12392,227.13019,228.13647,Sum, Unlabeled, Labeled, Labeling
,mix,130,nmix1.d,8.951,565560,0,0,0,1174,0,1998,0,0,0,0,0,0,0,0,568732,99.42,0,0,0,0.21,0,0.37,0,0,0,0,0,0,0.00,0,100.00,99.42, 0.58, 0.22
,mix,130,nmix2.d,8.919,274802,0,0,0,3648,0,0,0,0,0,0,0,0,918,1171,280539,97.87,0,0,0,1.34,0,0,0,0,0,0,0,0,0.31,0.48,100.00,97.87, 2.13, 1.15
,mix,130,nmix3.d,8.919,117570,0,0,0,1558,0,0,0,0,0,0,0,0,3447,0,122574,95.49,0,0,0,1.31,0,0,0,0,0,0,0,0,3.20,0,100.00,95.49, 4.51, 3.35
,mix,130,nmix4.d,8.918,77123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77123,100.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,130,nmix5.d,8.935,61727,0,0,0,0,0,0,0,0,0,0,0,0,5379,295,67401,90.54,0,0,0,0,0,0,0,0,0,0,0,0,8.96,0.50,100.00,90.54, 9.46, 8.82
,mix,130,rnmix1.d,8.954,705105,0,0,0,4588,0,0,0,0,0,0,0,0,0,0,709692,99.34,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,100.00,99.34, 0.66, 0.19
,light,130,nP1_L_C1.d,8.943,976586,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,978093,99.85,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,100.00,99.85, 0.15, 0.04
,light,130,nP1_L_VPA1.d,8.948,797094,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,798225,99.86,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,100.00,99.86, 0.14, 0.04
,light,130,nP2_L_C2.d,8.931,1014745,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,1017025,99.78,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,100.00,99.78, 0.22, 0.06
,light,130,nP2_L_VPA2.d,8.928,575163,0,0,0,3821,0,0,0,0,0,0,0,0,782,0,579766,99.17,0,0,0,0.68,0,0,0,0,0,0,0,0,0.15,0,100.00,99.17, 0.83, 0.34
,light,130,nP3_L_C3.d,8.930,670578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670578,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,130,nP3_L_VPA3.d,8.932,534752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534752,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,130,nP3_L_VPA4.d,8.928,422846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422846,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,130,nP4_L_C4.d,8.931,819681,0,0,0,0,0,0,0,0,0,0,0,0,2979,0,822660,99.59,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,100.00,99.59, 0.41, 0.38
,light,130,nP4_L_C5.d,8.928,866472,0,0,0,3449,0,0,0,0,0,0,0,0,0,0,869921,99.60,0,0,0,0.40,0,0,0,0,0,0,0,0,0,0,100.00,99.60, 0.40, 0.12
,light,130,nP4_L_VPA5.d,8.937,626709,0,0,0,691,0,0,0,0,0,0,0,0,0,0,627400,99.89,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,100.00,99.89, 0.11, 0.03
,heavy,130,nP1_H_C1.d,8.927,606664,0,106471,117141,11625,0,0,0,0,0,0,0,0,0,0,841902,73.85,0,11.81,13.92,0.42,0,0,0,0,0,0,0,0,0,0,100.00,73.85, 26.15, 4.79
,heavy,130,nP1_H_VPA1.d,8.943,326934,0,50072,65496,6271,0,0,0,0,0,0,0,0,2789,0,451563,74.11,0,10.13,14.63,0.41,0,0,0,0,0,0,0,0,0.72,0,100.00,74.11, 25.89, 5.37
,heavy,130,nP1_H_VPA2.d,8.926,163901,0,48879,43639,6494,0,0,0,0,0,0,0,0,0,0,262914,64.09,0,18.17,16.39,1.35,0,0,0,0,0,0,0,0,0,0,100.00,64.09, 35.91, 6.49
,heavy,130,nP2_H_C2.d,8.930,512374,0,92225,109912,11564,0,0,0,0,0,0,0,0,0,0,726075,72.36,0,11.86,15.21,0.57,0,0,0,0,0,0,0,0,0,0,100.00,72.36, 27.64, 5.12
,heavy,130,nP2_H_C3.d,8.928,466208,0,99048,94460,9836,0,0,0,0,0,0,0,0,0,0,669552,71.42,0,14.11,13.99,0.48,0,0,0,0,0,0,0,0,0,0,100.00,71.42, 28.58, 5.15
,heavy,130,nP2_H_VPA3.d,8.932,325501,0,93141,67314,8700,0,0,0,0,0,0,0,0,0,0,494656,67.57,0,18.45,13.20,0.78,0,0,0,0,0,0,0,0,0,0,100.00,67.57, 32.43, 5.69
,heavy,130,nP3_H_C4.d,8.934,578193,0,136462,117806,11690,0,0,0,0,0,0,0,0,0,0,844151,70.28,0,15.58,13.75,0.39,0,0,0,0,0,0,0,0,0.00,0,100.00,70.28, 29.72, 5.28
,heavy,130,nP3_H_VPA4.d,8.950,364445,0,77361,76496,7869,0,0,0,0,0,0,0,0,0,0,526171,71.06,0,14.00,14.46,0.48,0,0,0,0,0,0,0,0,0.00,0,100.00,71.06, 28.94, 5.24
,heavy,130,nP4_H_C5.d,8.951,747446,0,135432,147350,15037,0,0,0,0,0,0,0,0,296,0,1045560,73.27,0,12.14,14.09,0.47,0,0,0,0,0,0,0,0,0.03,0,100.00,73.27, 26.73, 4.92
,heavy,130,nP4_H_VPA5.d,8.930,255502,0,57245,63814,6358,0,0,0,0,0,0,0,0,0,0,382919,68.52,0,14.25,16.71,0.52,0,0,0,0,0,0,0,0,0,0,100.00,68.52, 31.48, 5.76
,solv,130,sol1.d,9.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,130,sol2.d,9.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,2.89,3.606,2.29,3.435
,light,0.23,0.261,0.10,0.142
,heavy,29.35,3.161,5.38,0.494
,solv,NaN,,0.00

Citric Acid, Formula, C6H8O7
, Tgt RT, 8.920, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,191.01973,192.02600,193.03228,194.03856,195.04483,196.05111,197.05739,198.06366,199.06994,Sum,191.01973,192.02600,193.03228,194.03856,195.04483,196.05111,197.05739,198.06366,199.06994,Sum, Unlabeled, Labeled, Labeling
,mix,131,nmix1.d,8.802,5257282,331500,0,0,0,0,0,0,0,5588781,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,131,nmix2.d,8.819,3030363,194839,0,0,0,0,0,0,0,3225201,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,131,nmix3.d,8.869,1591059,109517,0,0,0,0,0,0,0,1700576,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,131,nmix4.d,9.001,908067,60420,0,0,0,0,0,0,0,968486,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,131,nmix5.d,8.918,942919,54771,0,0,0,0,0,0,0,997690,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,131,rnmix1.d,8.788,5536681,362828,0,0,0,0,0,0,6186,5905695,99.88,0.00,0,0,0,0,0,0,0.12,100.00,99.88, 0.12, 0.12
,light,131,nP1_L_C1.d,8.794,4268667,284099,0,0,0,0,0,0,0,4552766,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP1_L_VPA1.d,8.782,5883423,357292,0,0,0,0,0,0,0,6240715,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP2_L_C2.d,8.782,3656454,227874,0,0,0,0,0,0,0,3884328,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP2_L_VPA2.d,8.796,6825331,424268,0,0,0,0,0,0,0,7249599,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP3_L_C3.d,8.831,3756850,248521,0,0,0,0,0,0,0,4005371,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP3_L_VPA3.d,8.783,7243980,451122,0,0,0,0,0,0,0,7695101,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP3_L_VPA4.d,8.796,5629049,355940,0,0,0,0,0,0,0,5984989,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP4_L_C4.d,8.799,4810348,308276,0,0,0,0,0,0,0,5118624,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP4_L_C5.d,8.828,4434000,290504,0,0,0,0,0,0,0,4724504,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,131,nP4_L_VPA5.d,8.788,5802791,353309,0,0,0,0,0,0,0,6156100,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP1_H_C1.d,8.795,5448286,366744,0,0,0,0,0,0,0,5815030,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP1_H_VPA1.d,8.811,5785538,376791,0,0,0,0,0,0,0,6162329,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP1_H_VPA2.d,8.826,5042322,330345,0,0,0,0,0,0,0,5372667,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP2_H_C2.d,8.798,4725048,309011,0,0,0,0,0,0,0,5034058,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP2_H_C3.d,8.812,4173859,285498,0,0,0,0,0,0,0,4459356,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP2_H_VPA3.d,8.783,5319718,335386,0,0,0,0,0,0,0,5655104,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP3_H_C4.d,8.802,4593135,295702,0,0,0,0,0,0,0,4888837,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP3_H_VPA4.d,8.785,4970201,327456,0,0,0,0,0,0,0,5297657,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP4_H_C5.d,8.802,4224236,273042,0,0,0,0,0,0,0,4497277,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,131,nP4_H_VPA5.d,8.831,5730909,368157,0,0,0,0,0,0,0,6099066,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,131,sol1.d,9.065,80161,7212,0,0,0,0,0,0,18059,105432,79.06,1.63,0,0,0,0,0,0,19.31,100.00,79.06, 20.94, 19.51
,solv,131,sol2.d,9.061,59640,3892,0,0,0,0,0,0,16348,79880,77.09,0.00,0,0,0,0,0,0,22.91,100.00,77.09, 22.91, 22.91
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.02,0.049,0.02,0.049
,light,0.00,0.000,0.00,0.000
,heavy,0.00,0.000,0.00,0.000
,solv,21.92,,21.21

dTDP, Formula, C10H16N2O11P2
, Tgt RT, 9.060, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,401.01566,402.02193,403.02821,404.03449,405.04076,406.04704,407.05332,408.05959,409.06587,410.07215,411.07842,412.08470,413.09098,414.09725,415.10353,416.10981,417.11608,Sum,401.01566,402.02193,403.02821,404.03449,405.04076,406.04704,407.05332,408.05959,409.06587,410.07215,411.07842,412.08470,413.09098,414.09725,415.10353,416.10981,417.11608,Sum, Unlabeled, Labeled, Labeling
,mix,134,nmix1.d,8.818,252100,39264,0,0,0,0,0,843,0,0,0,0,0,5216,1532,0,0,298955,94.23,2.89,0,0,0,0,0,0.33,0,0,0,0,0,2.17,0.38,0,0,100.00,94.23, 5.77, 2.42
,mix,134,nmix2.d,8.919,89758,16845,0,0,0,0,0,0,0,0,0,0,0,2117,3663,1714,0,114096,87.65,5.47,0,0,0,0,0,0,0,0,0,0,0,1.84,3.62,1.41,0,100.00,87.65, 12.35, 6.33
,mix,134,nmix3.d,8.886,23338,3575,0,0,0,0,0,0,0,0,0,0,1395,0,626,1062,0,29995,85.83,2.41,0,0,0,0,0,0,0,0,0,0,5.69,0,1.85,4.23,0,100.00,85.83, 14.17, 10.00
,mix,134,nmix4.d,8.935,10802,1693,0,0,0,0,0,0,0,0,0,0,989,0,848,0,0,14333,82.04,2.60,0,0,0,0,0,0,0,0,0,0,8.30,0,7.07,0,0,100.00,82.04, 17.96, 12.57
,mix,134,nmix5.d,8.918,11473,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,1598,0,14553,78.41,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13,11.46,0,100.00,78.41, 21.59, 19.61
,mix,134,rnmix1.d,8.822,346227,54980,0,0,0,0,0,0,0,0,0,0,0,6942,0,0,0,408149,94.68,3.19,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,100.00,94.68, 5.32, 1.93
,light,134,nP1_L_C1.d,8.794,432487,46181,0,0,0,0,0,0,0,0,0,0,0,8043,0,0,0,486711,97.95,0.00,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,100.00,97.95, 2.05, 1.67
,light,134,nP1_L_VPA1.d,8.948,380945,40810,0,0,0,0,0,0,0,0,0,0,0,11137,0,0,5680,438573,95.20,0.00,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,1.67,100.00,95.20, 4.80, 4.22
,light,134,nP2_L_C2.d,8.799,414637,48500,0,0,0,0,0,0,0,0,0,0,0,9314,1981,0,0,474432,97.32,0.00,0,0,0,0,0,0,0,0,0,0,0,2.46,0.22,0,0,100.00,97.32, 2.68, 2.19
,light,134,nP2_L_VPA2.d,8.928,268498,27701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296199,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,134,nP3_L_C3.d,8.814,230005,29614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259619,99.63,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.63, 0.37, 0.02
,light,134,nP3_L_VPA3.d,8.916,304625,32735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4338,341698,98.35,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,100.00,98.35, 1.65, 1.65
,light,134,nP3_L_VPA4.d,8.928,245176,27704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,275916,98.56,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,100.00,98.56, 1.44, 1.44
,light,134,nP4_L_C4.d,8.799,298227,34308,0,0,0,0,0,0,0,0,0,0,0,6221,3014,0,0,341771,96.98,0.00,0,0,0,0,0,0,0,0,0,0,0,2.19,0.83,0,0,100.00,96.98, 3.02, 2.51
,light,134,nP4_L_C5.d,8.828,286352,31962,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,319083,99.70,0.00,0,0,0,0,0,0,0,0,0,0,0,0.30,0,0,0,100.00,99.70, 0.30, 0.24
,light,134,nP4_L_VPA5.d,8.920,336163,36387,0,0,0,0,516,0,0,0,0,0,0,7570,0,0,6928,387563,95.13,0.00,0,0,0,0,0.15,0,0,0,0,0,0,2.41,0,0,2.31,100.00,95.13, 4.87, 4.32
,heavy,134,nP1_H_C1.d,8.778,183333,62338,0,0,0,0,0,0,0,0,0,0,0,6186,0,5149,0,257006,77.89,16.71,0,0,0,0,0,0,0,0,0,0,0,2.94,0,2.46,0,100.00,77.89, 22.11, 5.74
,heavy,134,nP1_H_VPA1.d,8.926,144144,41025,0,0,0,0,0,0,0,0,0,0,0,3851,0,0,0,189019,84.09,13.38,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,100.00,84.09, 15.91, 2.89
,heavy,134,nP1_H_VPA2.d,8.926,92042,26037,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,119844,84.82,13.35,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,100.00,84.82, 15.18, 2.32
,heavy,134,nP2_H_C2.d,8.798,169025,60080,0,0,0,0,0,0,0,0,0,0,0,4527,2488,0,0,236119,78.63,18.09,0,0,0,0,0,0,0,0,0,0,0,2.26,1.02,0,0,100.00,78.63, 21.37, 3.86
,heavy,134,nP2_H_C3.d,8.795,139796,44419,0,0,0,0,0,0,0,0,0,0,0,3152,0,0,0,187367,82.12,15.79,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,100.00,82.12, 17.88, 2.68
,heavy,134,nP2_H_VPA3.d,8.915,182745,43890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226635,89.70,10.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,89.70, 10.30, 0.64
,heavy,134,nP3_H_C4.d,8.802,202445,69911,0,0,0,0,0,0,0,0,0,0,0,5022,4468,0,0,281847,78.94,17.36,0,0,0,0,0,0,0,0,0,0,0,2.00,1.71,0,0,100.00,78.94, 21.06, 4.20
,heavy,134,nP3_H_VPA4.d,8.867,213081,56308,0,0,0,0,0,0,1622,0,0,0,0,3866,0,0,0,274877,85.66,11.89,0,0,0,0,0,0,0.70,0,0,0,0,1.75,0,0,0,100.00,85.66, 14.34, 2.51
,heavy,134,nP4_H_C5.d,8.802,268179,89760,0,0,0,0,0,0,0,0,0,0,0,7933,4411,0,0,370283,79.65,16.67,0,0,0,0,0,0,0,0,0,0,0,2.53,1.16,0,0,100.00,79.65, 20.35, 4.11
,heavy,134,nP4_H_VPA5.d,8.930,128457,33118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161576,88.31,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,88.31, 11.69, 0.73
,solv,134,sol1.d,9.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,134,sol2.d,8.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,12.86,6.502,8.81,6.729
,light,2.12,1.746,1.83,1.558
,heavy,17.02,4.194,2.97,1.578
,solv,NaN,,0.00

Acetyl-CoA, Formula, C23H38N7O17P3S
, Tgt RT, 9.100, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,m+37,m+38,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,m+37,m+38,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,808.11850,809.12477,810.13105,811.13733,812.14360,813.14988,814.15616,815.16243,816.16871,817.17499,818.18126,819.18754,820.19382,821.20009,822.20637,823.21265,824.21892,825.22520,826.23148,827.23775,828.24403,829.25031,830.25659,831.26286,832.26914,833.27542,834.28169,835.28797,836.29425,837.30052,838.30680,839.31308,840.31935,841.32563,842.33191,843.33818,844.34446,845.35074,846.35701,Sum,808.11850,809.12477,810.13105,811.13733,812.14360,813.14988,814.15616,815.16243,816.16871,817.17499,818.18126,819.18754,820.19382,821.20009,822.20637,823.21265,824.21892,825.22520,826.23148,827.23775,828.24403,829.25031,830.25659,831.26286,832.26914,833.27542,834.28169,835.28797,836.29425,837.30052,838.30680,839.31308,840.31935,841.32563,842.33191,843.33818,844.34446,845.35074,846.35701,Sum, Unlabeled, Labeled, Labeling
,mix,135,nmix1.d,8.554,71684,36858,17324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125866,79.57,17.54,2.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,79.57, 20.43, 0.61
,mix,135,nmix2.d,8.538,18112,9114,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31755,79.38,16.63,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,79.38, 20.62, 1.25
,mix,135,nmix3.d,8.522,5372,2562,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8441,86.22,13.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,86.22, 13.78, 0.36
,mix,135,nmix4.d,8.819,3066,1778,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011,80.31,19.69,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,80.31, 19.69, 0.52
,mix,135,nmix5.d,8.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,135,rnmix1.d,8.557,100389,44527,20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165056,85.49,12.80,1.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,85.49, 14.51, 0.43
,light,135,nP1_L_C1.d,8.546,110831,31587,10613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153032,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,135,nP1_L_VPA1.d,8.534,83324,22750,8335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114409,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
